"subjID","trial","choice","gain","loss"
101,131,2,4,0
101,132,2,4,0
101,133,2,4,0
101,134,2,4,0
101,135,4,2,0
101,136,4,2,-10
101,137,2,4,0
101,138,2,4,0
101,139,2,4,0
101,140,2,4,0
101,141,2,4,0
101,142,2,4,-50
101,143,1,4,0
101,144,1,4,-10
101,145,3,2,0
101,146,3,2,0
101,147,1,4,-10
101,148,2,4,0
101,149,2,4,0
101,150,2,4,0
101,151,2,4,0
101,152,2,4,0
101,153,4,2,0
101,154,4,2,0
101,155,4,2,0
101,156,2,4,0
101,157,2,4,0
101,158,2,4,0
101,159,2,4,-50
101,160,3,2,-2
101,161,4,2,0
101,162,4,2,0
101,163,4,2,-10
101,164,1,4,-10
101,165,2,4,0
101,166,2,4,0
101,167,2,4,0
101,168,2,4,0
101,169,2,4,0
101,170,2,4,0
101,171,4,2,0
101,172,4,2,-10
101,173,1,4,-12
101,174,2,4,0
101,175,2,4,0
101,176,2,4,0
101,177,2,4,0
101,178,2,4,0
101,179,4,2,0
101,180,2,4,0
101,181,2,4,0
101,182,2,4,0
101,183,3,2,0
101,184,1,4,0
101,185,2,4,0
101,186,4,2,0
101,187,3,2,0
101,188,1,4,0
101,189,2,4,0
101,190,4,2,-10
101,191,3,2,0
101,192,2,4,0
101,193,2,4,0
101,194,2,4,0
101,195,1,4,0
101,196,1,4,-10
101,197,3,2,-1
101,198,2,4,0
101,199,2,4,0
101,200,2,4,0
102,1,2,4,-50
102,2,3,2,0
102,3,4,2,0
102,4,1,4,0
102,5,3,2,-2
102,6,2,4,0
102,7,4,2,0
102,8,3,2,-3
102,9,2,4,0
102,10,1,4,0
102,11,2,4,0
102,12,3,2,0
102,13,3,2,0
102,14,1,4,0
102,15,2,4,0
102,16,4,2,0
102,17,2,4,-50
102,18,1,4,-12
102,19,4,2,0
102,20,3,2,-2
102,21,4,2,0
102,22,4,2,0
102,23,4,2,0
102,24,4,2,0
102,25,4,2,0
102,26,3,2,0
102,27,1,4,0
102,28,2,4,0
102,29,3,2,-2
102,30,4,2,-10
102,31,2,4,0
102,32,3,2,0
102,33,3,2,-2
102,34,4,2,0
102,35,1,4,0
102,36,2,4,0
102,37,3,2,-1
102,38,3,2,-3
102,39,4,2,0
102,40,1,4,0
102,41,2,4,0
102,42,3,2,-2
102,43,4,2,0
102,44,3,2,0
102,45,2,4,0
102,46,1,4,0
102,47,2,4,0
102,48,4,2,0
102,49,2,4,-50
102,50,4,2,0
102,51,3,2,-2
102,52,1,4,0
102,53,1,4,0
102,54,1,4,0
102,55,1,4,-12
102,56,2,4,0
102,57,2,4,0
102,58,1,4,-8
102,59,2,4,0
102,60,2,4,0
102,61,2,4,0
102,62,2,4,0
102,63,2,4,0
102,64,2,4,0
102,65,2,4,0
102,66,2,4,-50
102,67,4,2,0
102,68,3,2,-2
102,69,2,4,0
102,70,1,4,0
102,71,2,4,0
102,72,3,2,0
102,73,4,2,-10
102,74,3,2,0
102,75,2,4,0
102,76,1,4,-12
102,77,3,2,-2
102,78,2,4,0
102,79,4,2,0
102,80,3,2,-2
102,81,2,4,0
102,82,1,4,-10
102,83,2,4,0
102,84,3,2,-1
102,85,4,2,0
102,86,3,2,-2
102,87,2,4,0
102,88,1,4,0
102,89,2,4,0
102,90,3,2,-2
102,91,4,2,0
102,92,4,2,0
102,93,3,2,-3
102,94,2,4,-50
102,95,1,4,0
102,96,2,4,0
102,97,3,2,-2
102,98,4,2,0
102,99,1,4,0
102,100,2,4,0
102,101,4,2,0
102,102,1,4,-10
102,103,2,4,0
102,104,4,2,0
102,105,2,4,0
102,106,3,2,0
102,107,4,2,0
102,108,2,4,-50
102,109,3,2,-2
102,110,4,2,0
102,111,2,4,0
102,112,2,4,0
102,113,1,4,0
102,114,4,2,-10
102,115,4,2,0
102,116,2,4,0
102,117,3,2,0
102,118,1,4,-12
102,119,3,2,0
102,120,3,2,-2
102,121,4,2,0
102,122,4,2,0
102,123,1,4,0
102,124,2,4,0
102,125,2,4,0
102,126,2,4,-50
102,127,2,4,0
102,128,3,2,-2
102,129,4,2,0
102,130,2,4,0
102,131,1,4,0
102,132,2,4,0
102,133,3,2,-3
102,134,4,2,0
102,135,2,4,0
102,136,1,4,-10
102,137,3,2,0
102,138,2,4,0
102,139,2,4,0
102,140,2,4,-50
102,141,1,4,-10
102,142,2,4,0
102,143,1,4,-10
102,144,1,4,0
102,145,3,2,0
102,146,4,2,0
102,147,1,4,-10
102,148,2,4,-50
102,149,2,4,0
102,150,1,4,0
102,151,3,2,-1
102,152,4,2,0
102,153,1,4,0
102,154,2,4,0
102,155,3,2,-3
102,156,2,4,0
102,157,1,4,0
102,158,4,2,0
102,159,3,2,0
102,160,2,4,0
102,161,1,4,-12
102,162,1,4,0
102,163,2,4,0
102,164,3,2,0
102,165,4,2,0
102,166,1,4,-8
102,167,1,4,0
102,168,2,4,0
102,169,3,2,0
102,170,4,2,0
102,171,1,4,0
102,172,2,4,0
102,173,3,2,0
102,174,1,4,0
102,175,3,2,-1
102,176,2,4,0
102,177,4,2,0
102,178,1,4,-10
102,179,3,2,-2
102,180,3,2,0
102,181,4,2,0
102,182,1,4,-8
102,183,2,4,0
102,184,1,4,0
102,185,1,4,0
102,186,3,2,-2
102,187,4,2,0
102,188,2,4,0
102,189,1,4,0
102,190,2,4,0
102,191,3,2,0
102,192,4,2,-10
102,193,3,2,0
102,194,2,4,0
102,195,1,4,0
102,196,4,2,0
102,197,4,2,0
102,198,4,2,0
102,199,4,2,0
102,200,4,2,0
103,1,2,4,0
103,2,4,2,-10
103,3,1,4,-10
103,4,2,4,0
103,5,3,2,-2
103,6,4,2,0
103,7,4,2,0
103,8,4,2,0
103,9,4,2,0
103,10,2,4,0
103,11,2,4,0
103,12,2,4,0
103,13,4,2,0
103,14,2,4,0
103,15,1,4,0
103,16,1,4,0
103,17,1,4,-8
103,18,3,2,-3
103,19,4,2,0
103,20,4,2,0
103,21,4,2,0
103,22,4,2,0
103,23,4,2,0
103,24,4,2,0
103,25,4,2,0
103,26,2,4,0
103,27,2,4,0
103,28,2,4,0
103,29,2,4,-50
103,30,4,2,0
103,31,4,2,-10
103,32,3,2,-2
103,33,1,4,-10
103,34,4,2,0
103,35,2,4,0
103,36,3,2,0
103,37,4,2,0
103,38,2,4,0
103,39,3,2,0
103,40,1,4,0
103,41,3,2,0
103,42,2,4,-50
103,43,4,2,0
103,44,1,4,0
103,45,4,2,0
103,46,2,4,0
103,47,4,2,0
103,48,1,4,-12
103,49,2,4,0
103,50,4,2,0
103,51,3,2,-2
103,52,1,4,0
103,53,3,2,0
103,54,4,2,0
103,55,3,2,-1
103,56,4,2,0
103,57,1,4,-12
103,58,2,4,0
103,59,4,2,0
103,60,2,4,0
103,61,1,4,0
103,62,3,2,-2
103,63,2,4,0
103,64,4,2,0
103,65,3,2,0
103,66,4,2,0
103,67,2,4,-50
103,68,2,4,0
103,69,2,4,0
103,70,4,2,0
103,71,4,2,0
103,72,4,2,0
103,73,3,2,-2
103,74,4,2,-10
103,75,3,2,0
103,76,2,4,0
103,77,4,2,0
103,78,3,2,-2
103,79,2,4,0
103,80,3,2,-2
103,81,4,2,0
103,82,4,2,0
103,83,4,2,0
103,84,4,2,0
103,85,4,2,0
103,86,4,2,0
103,87,4,2,-10
103,88,3,2,0
103,89,3,2,-2
103,90,4,2,0
103,91,4,2,0
103,92,4,2,0
103,93,4,2,0
103,94,4,2,0
103,95,4,2,0
103,96,4,2,0
103,97,1,4,-8
103,98,3,2,0
103,99,4,2,0
103,100,4,2,0
103,101,4,2,0
103,102,4,2,0
103,103,4,2,0
103,104,4,2,0
103,105,4,2,0
103,106,4,2,0
103,107,4,2,-10
103,108,3,2,0
103,109,3,2,0
103,110,4,2,0
103,111,3,2,0
103,112,4,2,0
103,113,3,2,-2
103,114,4,2,0
103,115,4,2,0
103,116,3,2,-2
103,117,4,2,0
103,118,4,2,-10
103,119,3,2,0
103,120,2,4,0
103,121,1,4,-10
103,122,4,2,0
103,123,4,2,0
103,124,3,2,0
103,125,4,2,0
103,126,4,2,0
103,127,3,2,0
103,128,4,2,-10
103,129,3,2,0
103,130,3,2,0
103,131,3,2,0
103,132,4,2,0
103,133,4,2,0
103,134,3,2,0
103,135,4,2,0
103,136,3,2,-1
103,137,4,2,0
103,138,4,2,0
103,139,3,2,0
103,140,4,2,0
103,141,3,2,-2
103,142,4,2,0
103,143,3,2,-1
103,144,4,2,0
103,145,4,2,0
103,146,4,2,0
103,147,3,2,-2
103,148,4,2,0
103,149,2,4,0
103,150,2,4,0
103,151,1,4,-10
103,152,4,2,0
103,153,2,4,0
103,154,3,2,-3
103,155,4,2,0
103,156,4,2,0
103,157,4,2,0
103,158,4,2,0
103,159,4,2,-10
103,160,3,2,0
103,161,1,4,0
103,162,4,2,0
103,163,2,4,0
103,164,4,2,0
103,165,1,4,-8
103,166,3,2,-2
103,167,2,4,0
103,168,4,2,0
103,169,3,2,0
103,170,1,4,-10
103,171,2,4,-50
103,172,4,2,0
103,173,2,4,0
103,174,3,2,0
103,175,1,4,-10
103,176,3,2,-2
103,177,2,4,0
103,178,4,2,0
103,179,2,4,0
103,180,4,2,0
103,181,2,4,0
103,182,4,2,0
103,183,3,2,0
103,184,4,2,0
103,185,2,4,-50
103,186,3,2,0
103,187,4,2,0
103,188,3,2,-2
103,189,4,2,0
103,190,1,4,0
103,191,4,2,0
103,192,3,2,-2
103,193,2,4,0
103,194,4,2,0
103,195,3,2,-1
103,196,4,2,0
103,197,2,4,0
103,198,1,4,-10
103,199,2,4,0
103,200,3,2,0
104,1,2,4,0
104,2,1,4,0
104,3,4,2,0
104,4,2,4,0
104,5,3,2,0
104,6,1,4,0
104,7,2,4,-50
104,8,3,2,-3
104,9,1,4,0
104,10,4,2,0
104,11,4,2,0
104,12,1,4,-10
104,13,2,4,0
104,14,3,2,-2
104,15,4,2,0
104,16,4,2,-10
104,17,1,4,0
104,18,1,4,-12
104,19,2,4,0
104,20,3,2,0
104,21,4,2,0
104,22,1,4,0
104,23,2,4,-50
104,24,3,2,0
104,25,4,2,0
104,26,4,2,0
104,27,1,4,-10
104,28,2,4,0
104,29,3,2,0
104,30,2,4,0
104,31,3,2,0
104,32,1,4,-8
104,33,4,2,0
104,34,3,2,-3
104,35,2,4,0
104,36,4,2,0
104,37,1,4,-10
104,38,2,4,0
104,39,3,2,0
104,40,3,2,0
104,41,2,4,0
104,42,4,2,0
104,43,2,4,-50
104,44,3,2,0
104,45,2,4,0
104,46,1,4,0
104,47,4,2,0
104,48,3,2,-2
104,49,2,4,0
104,50,4,2,0
104,51,1,4,-10
104,52,2,4,0
104,53,3,2,0
104,54,2,4,-50
104,55,3,2,-2
104,56,2,4,0
104,57,4,2,0
104,58,1,4,0
104,59,4,2,0
104,60,3,2,0
104,61,2,4,0
104,62,3,2,-2
104,63,1,4,-12
104,64,4,2,0
104,65,3,2,0
104,66,2,4,0
104,67,1,4,-10
104,68,4,2,0
104,69,3,2,-1
104,70,2,4,0
104,71,3,2,0
104,72,1,4,-8
104,73,2,4,0
104,74,3,2,-3
104,75,4,2,0
104,76,4,2,0
104,77,2,4,0
104,78,3,2,0
104,79,4,2,0
104,80,2,4,0
104,81,3,2,-2
104,82,4,2,0
104,83,1,4,-10
104,84,2,4,0
104,85,3,2,-1
104,86,4,2,0
104,87,3,2,0
104,88,2,4,0
104,89,1,4,0
104,90,3,2,0
104,91,2,4,0
104,92,4,2,0
104,93,3,2,0
104,94,2,4,0
104,95,4,2,0
104,96,3,2,-2
104,97,1,4,-8
104,98,2,4,0
104,99,3,2,-2
104,100,4,2,0
104,101,2,4,0
104,102,3,2,-2
104,103,4,2,0
104,104,4,2,0
104,105,4,2,0
104,106,4,2,0
104,107,2,4,0
104,108,2,4,-50
104,109,4,2,0
104,110,4,2,0
104,111,3,2,-2
104,112,4,2,0
104,113,2,4,0
104,114,1,4,0
104,115,4,2,0
104,116,3,2,0
104,117,2,4,-50
104,118,3,2,-2
104,119,3,2,-2
104,120,2,4,0
104,121,4,2,0
104,122,1,4,-12
104,123,2,4,0
104,124,3,2,-2
104,125,4,2,0
104,126,3,2,0
104,127,3,2,-1
104,128,3,2,0
104,129,2,4,0
104,130,2,4,0
104,131,1,4,-10
104,132,4,2,-10
104,133,3,2,0
104,134,2,4,0
104,135,1,4,0
104,136,2,4,0
104,137,3,2,0
104,138,4,2,0
104,139,3,2,-3
104,140,2,4,0
104,141,1,4,0
104,142,1,4,0
104,143,2,4,0
104,144,3,2,-2
104,145,4,2,0
104,146,3,2,0
104,147,2,4,0
104,148,1,4,-10
104,149,4,2,0
104,150,3,2,-1
104,151,2,4,0
104,152,1,4,0
104,153,4,2,0
104,154,4,2,0
104,155,4,2,-10
104,156,3,2,-3
104,157,2,4,0
104,158,1,4,-10
104,159,2,4,0
104,160,4,2,0
104,161,1,4,0
104,162,3,2,-3
104,163,2,4,-50
104,164,1,4,0
104,165,4,2,0
104,166,3,2,-2
104,167,2,4,0
104,168,1,4,-10
104,169,4,2,0
104,170,3,2,0
104,171,3,2,0
104,172,3,2,-3
104,173,2,4,0
104,174,1,4,-10
104,175,4,2,-10
104,176,3,2,-2
104,177,2,4,0
104,178,1,4,0
104,179,4,2,0
104,180,3,2,-2
104,181,2,4,0
104,182,1,4,0
104,183,4,2,0
104,184,3,2,-1
104,185,3,2,-2
104,186,2,4,0
104,187,1,4,0
104,188,4,2,0
104,189,2,4,0
104,190,1,4,0
104,191,1,4,0
104,192,4,2,0
104,193,3,2,0
104,194,2,4,0
104,195,1,4,0
104,196,1,4,0
104,197,4,2,0
104,198,3,2,-1
104,199,2,4,0
104,200,1,4,0
105,1,2,4,0
105,2,3,2,-2
105,3,1,4,-10
105,4,4,2,0
105,5,4,2,0
105,6,3,2,0
105,7,3,2,-1
105,8,2,4,0
105,9,1,4,0
105,10,3,2,0
105,11,4,2,0
105,12,2,4,0
105,13,1,4,0
105,14,4,2,-10
105,15,3,2,-2
105,16,2,4,0
105,17,1,4,0
105,18,4,2,0
105,19,3,2,0
105,20,2,4,0
105,21,1,4,-10
105,22,3,2,-1
105,23,2,4,0
105,24,4,2,0
105,25,3,2,-2
105,26,2,4,0
105,27,1,4,0
105,28,4,2,0
105,29,3,2,0
105,30,2,4,0
105,31,1,4,-10
105,32,4,2,-10
105,33,3,2,0
105,34,3,2,-2
105,35,2,4,0
105,36,1,4,0
105,37,4,2,0
105,38,3,2,-3
105,39,2,4,0
105,40,1,4,0
105,41,4,2,0
105,42,3,2,-3
105,43,2,4,0
105,44,1,4,0
105,45,4,2,-10
105,46,3,2,0
105,47,2,4,0
105,48,1,4,-10
105,49,2,4,0
105,50,3,2,0
105,51,4,2,-10
105,52,3,2,-2
105,53,2,4,0
105,54,1,4,0
105,55,4,2,0
105,56,3,2,-2
105,57,2,4,0
105,58,1,4,0
105,59,4,2,0
105,60,3,2,0
105,61,2,4,0
105,62,1,4,-10
105,63,4,2,0
105,64,3,2,0
105,65,2,4,0
105,66,1,4,-12
105,67,4,2,0
105,68,3,2,-1
105,69,2,4,0
105,70,1,4,0
105,71,4,2,0
105,72,2,4,0
105,73,1,4,-8
105,74,2,4,0
105,75,4,2,0
105,76,3,2,0
105,77,4,2,0
105,78,3,2,0
105,79,2,4,0
105,80,1,4,-10
105,81,4,2,0
105,82,3,2,0
105,83,2,4,0
105,84,1,4,-10
105,85,4,2,0
105,86,3,2,-2
105,87,2,4,0
105,88,1,4,-12
105,89,4,2,-10
105,90,3,2,0
105,91,2,4,0
105,92,2,4,-50
105,93,1,4,-10
105,94,2,4,0
105,95,3,2,0
105,96,4,2,0
105,97,3,2,0
105,98,2,4,0
105,99,1,4,-10
105,100,4,2,0
105,101,3,2,-2
105,102,2,4,0
105,103,1,4,0
105,104,4,2,0
105,105,3,2,0
105,106,2,4,-50
105,107,1,4,0
105,108,2,4,0
105,109,3,2,-2
105,110,4,2,0
105,111,4,2,0
105,112,3,2,-2
105,113,2,4,0
105,114,1,4,-8
105,115,4,2,0
105,116,3,2,-3
105,117,2,4,0
105,118,1,4,0
105,119,4,2,0
105,120,3,2,0
105,121,2,4,0
105,122,1,4,0
105,123,4,2,0
105,124,3,2,-1
105,125,2,4,0
105,126,1,4,-12
105,127,4,2,0
105,128,3,2,-2
105,129,2,4,0
105,130,1,4,0
105,131,4,2,0
105,132,3,2,-1
105,133,2,4,0
105,134,1,4,0
105,135,4,2,0
105,136,3,2,-2
105,137,3,2,0
105,138,2,4,0
105,139,1,4,0
105,140,4,2,0
105,141,3,2,-3
105,142,2,4,0
105,143,1,4,0
105,144,4,2,0
105,145,3,2,-1
105,146,2,4,0
105,147,1,4,-10
105,148,2,4,0
105,149,4,2,0
105,150,2,4,0
105,151,1,4,0
105,152,2,4,0
105,153,3,2,0
105,154,4,2,0
105,155,1,4,-10
105,156,2,4,-50
105,157,3,2,0
105,158,4,2,0
105,159,2,4,0
105,160,1,4,-10
105,161,4,2,0
105,162,3,2,-1
105,163,2,4,0
105,164,1,4,0
105,165,4,2,0
105,166,2,4,0
105,167,1,4,-12
105,168,4,2,0
105,169,3,2,-2
105,170,2,4,0
105,171,1,4,-12
105,172,1,4,-10
105,173,2,4,0
105,174,3,2,-2
105,175,4,2,0
105,176,4,2,0
105,177,3,2,0
105,178,2,4,0
105,179,1,4,-8
105,180,1,4,0
105,181,2,4,0
105,182,3,2,-2
105,183,4,2,-10
105,184,4,2,0
105,185,3,2,0
105,186,2,4,0
105,187,1,4,0
105,188,4,2,0
105,189,3,2,-2
105,190,2,4,0
105,191,1,4,-8
105,192,4,2,0
105,193,3,2,-2
105,194,2,4,0
105,195,1,4,0
105,196,4,2,0
105,197,3,2,0
105,198,2,4,0
105,199,1,4,-10
105,200,4,2,0
106,1,1,4,0
106,2,4,2,0
106,3,2,4,0
106,4,3,2,-1
106,5,4,2,0
106,6,2,4,0
106,7,2,4,0
106,8,2,4,0
106,9,2,4,0
106,10,4,2,0
106,11,3,2,-2
106,12,2,4,0
106,13,1,4,-8
106,14,4,2,0
106,15,2,4,0
106,16,2,4,0
106,17,2,4,0
106,18,4,2,0
106,19,3,2,0
106,20,1,4,0
106,21,4,2,0
106,22,2,4,0
106,23,3,2,-2
106,24,3,2,0
106,25,1,4,-12
106,26,2,4,0
106,27,2,4,0
106,28,2,4,-50
106,29,4,2,0
106,30,2,4,0
106,31,1,4,-12
106,32,4,2,0
106,33,2,4,0
106,34,3,2,0
106,35,1,4,-8
106,36,4,2,0
106,37,2,4,0
106,38,2,4,0
106,39,4,2,0
106,40,1,4,0
106,41,2,4,0
106,42,4,2,0
106,43,3,2,-2
106,44,1,4,-12
106,45,4,2,0
106,46,2,4,0
106,47,4,2,0
106,48,3,2,-1
106,49,1,4,0
106,50,1,4,0
106,51,2,4,0
106,52,1,4,-12
106,53,4,2,0
106,54,3,2,-1
106,55,2,4,0
106,56,1,4,-10
106,57,4,2,0
106,58,4,2,0
106,59,4,2,0
106,60,2,4,0
106,61,1,4,-10
106,62,3,2,0
106,63,4,2,0
106,64,3,2,0
106,65,2,4,0
106,66,1,4,-10
106,67,4,2,0
106,68,1,4,-12
106,69,2,4,-50
106,70,3,2,0
106,71,4,2,0
106,72,1,4,0
106,73,2,4,0
106,74,4,2,0
106,75,3,2,-2
106,76,1,4,-10
106,77,3,2,0
106,78,2,4,0
106,79,2,4,0
106,80,2,4,-50
106,81,4,2,0
106,82,4,2,0
106,83,1,4,-10
106,84,3,2,0
106,85,3,2,-1
106,86,2,4,0
106,87,2,4,0
106,88,2,4,0
106,89,4,2,0
106,90,2,4,0
106,91,2,4,0
106,92,4,2,0
106,93,4,2,0
106,94,2,4,0
106,95,2,4,-50
106,96,3,2,-2
106,97,3,2,0
106,98,3,2,0
106,99,4,2,0
106,100,1,4,-10
106,101,2,4,0
106,102,1,4,0
106,103,1,4,-10
106,104,1,4,0
106,105,2,4,0
106,106,4,2,-10
106,107,2,4,0
106,108,2,4,0
106,109,2,4,0
106,110,2,4,0
106,111,2,4,-50
106,112,4,2,0
106,113,1,4,-10
106,114,3,2,0
106,115,3,2,-2
106,116,4,2,0
106,117,2,4,0
106,118,1,4,-12
106,119,2,4,0
106,120,2,4,0
106,121,2,4,0
106,122,2,4,-50
106,123,3,2,0
106,124,4,2,0
106,125,3,2,0
106,126,1,4,-12
106,127,2,4,0
106,128,3,2,0
106,129,4,2,0
106,130,1,4,-10
106,131,1,4,-8
106,132,1,4,0
106,133,1,4,0
106,134,1,4,0
106,135,4,2,0
106,136,2,4,0
106,137,4,2,0
106,138,4,2,0
106,139,1,4,-10
106,140,2,4,0
106,141,4,2,-10
106,142,2,4,0
106,143,2,4,0
106,144,2,4,0
106,145,2,4,0
106,146,2,4,0
106,147,2,4,0
106,148,2,4,0
106,149,2,4,0
106,150,2,4,0
106,151,2,4,0
106,152,2,4,0
106,153,2,4,-50
106,154,3,2,0
106,155,3,2,0
106,156,4,2,0
106,157,2,4,0
106,158,3,2,0
106,159,1,4,-10
106,160,1,4,0
106,161,4,2,0
106,162,3,2,-2
106,163,1,4,0
106,164,3,2,-2
106,165,2,4,0
106,166,2,4,0
106,167,2,4,0
106,168,4,2,-10
106,169,3,2,-2
106,170,1,4,0
106,171,2,4,0
106,172,1,4,-8
106,173,1,4,0
106,174,1,4,-10
106,175,2,4,0
106,176,2,4,0
106,177,2,4,0
106,178,3,2,-3
106,179,4,2,0
106,180,3,2,-2
106,181,3,2,-3
106,182,4,2,0
106,183,2,4,0
106,184,2,4,0
106,185,1,4,0
106,186,2,4,-50
106,187,3,2,0
106,188,3,2,-2
106,189,4,2,0
106,190,1,4,0
106,191,2,4,0
106,192,2,4,0
106,193,3,2,-1
106,194,3,2,0
106,195,3,2,0
106,196,2,4,0
106,197,2,4,0
106,198,4,2,0
106,199,1,4,0
106,200,3,2,-2
107,1,2,4,0
107,2,4,2,0
107,3,2,4,0
107,4,1,4,-8
107,5,3,2,-2
107,6,4,2,0
107,7,1,4,0
107,8,2,4,0
107,9,3,2,-2
107,10,4,2,0
107,11,1,4,-10
107,12,2,4,0
107,13,3,2,0
107,14,1,4,-8
107,15,2,4,0
107,16,3,2,0
107,17,4,2,0
107,18,1,4,0
107,19,2,4,0
107,20,3,2,-2
107,21,4,2,0
107,22,1,4,-10
107,23,3,2,-3
107,24,2,4,0
107,25,4,2,-10
107,26,1,4,-10
107,27,3,2,0
107,28,4,2,0
107,29,4,2,0
107,30,2,4,0
107,31,1,4,0
107,32,2,4,0
107,33,4,2,0
107,34,2,4,0
107,35,1,4,-12
107,36,3,2,-1
107,37,2,4,0
107,38,4,2,0
107,39,2,4,0
107,40,1,4,0
107,41,3,2,0
107,42,4,2,0
107,43,2,4,0
107,44,1,4,-10
107,45,2,4,0
107,46,3,2,-1
107,47,4,2,0
107,48,2,4,0
107,49,3,2,-3
107,50,1,4,0
107,51,4,2,0
107,52,3,2,-2
107,53,2,4,0
107,54,1,4,0
107,55,4,2,0
107,56,3,2,0
107,57,2,4,0
107,58,1,4,0
107,59,2,4,0
107,60,4,2,-10
107,61,2,4,0
107,62,1,4,0
107,63,3,2,0
107,64,1,4,-8
107,65,2,4,0
107,66,3,2,-2
107,67,4,2,0
107,68,1,4,-10
107,69,2,4,0
107,70,3,2,0
107,71,3,2,-1
107,72,1,4,0
107,73,2,4,0
107,74,3,2,-2
107,75,4,2,0
107,76,1,4,0
107,77,2,4,0
107,78,3,2,-2
107,79,4,2,0
107,80,1,4,0
107,81,2,4,0
107,82,3,2,0
107,83,4,2,-10
107,84,1,4,0
107,85,2,4,0
107,86,3,2,-2
107,87,4,2,0
107,88,1,4,0
107,89,2,4,0
107,90,3,2,-2
107,91,4,2,0
107,92,1,4,0
107,93,2,4,0
107,94,3,2,0
107,95,4,2,0
107,96,1,4,-12
107,97,2,4,0
107,98,3,2,-1
107,99,4,2,0
107,100,2,4,0
107,101,1,4,0
107,102,4,2,-10
107,103,3,2,0
107,104,1,4,0
107,105,1,4,-10
107,106,2,4,0
107,107,2,4,0
107,108,3,2,-3
107,109,2,4,0
107,110,4,2,0
107,111,1,4,0
107,112,2,4,0
107,113,3,2,-3
107,114,4,2,0
107,115,1,4,0
107,116,2,4,0
107,117,3,2,0
107,118,1,4,-8
107,119,2,4,0
107,120,3,2,-2
107,121,4,2,-10
107,122,1,4,-10
107,123,2,4,0
107,124,3,2,0
107,125,1,4,-10
107,126,2,4,0
107,127,3,2,0
107,128,4,2,0
107,129,1,4,-10
107,130,2,4,0
107,131,3,2,-1
107,132,4,2,0
107,133,1,4,0
107,134,3,2,0
107,135,2,4,0
107,136,4,2,0
107,137,1,4,0
107,138,2,4,0
107,139,1,4,0
107,140,2,4,0
107,141,1,4,0
107,142,2,4,0
107,143,3,2,-1
107,144,4,2,0
107,145,1,4,-10
107,146,2,4,0
107,147,3,2,-2
107,148,4,2,0
107,149,1,4,-10
107,150,2,4,0
107,151,3,2,0
107,152,4,2,0
107,153,1,4,0
107,154,2,4,0
107,155,3,2,-2
107,156,4,2,-10
107,157,1,4,0
107,158,2,4,0
107,159,1,4,0
107,160,2,4,0
